"","day","time","junk1","junk2","Nflasks","quality","co2","date"
"1808","2008-04-24"," 10:10",39562.42,2008.313,3,0,387.51,2008-04-24 10:10:00
"1809","2008-05-01"," 10:06",39569.42,2008.332,2,0,387.23,2008-05-01 10:06:00
"1810","2008-05-08"," 10:03",39576.42,2008.351,3,0,388.84,2008-05-08 10:03:00
"1811","2008-05-14"," 10:27",39582.44,2008.367,3,0,389.18,2008-05-14 10:27:00
"1812","2008-05-22"," 10:07",39590.42,2008.389,3,0,388.73,2008-05-22 10:07:00
"1813","2008-05-29"," 10:17",39597.43,2008.408,3,0,388.35,2008-05-29 10:17:00
"1814","2008-06-05"," 10:21",39604.43,2008.427,3,0,388.18,2008-06-05 10:21:00
"1815","2008-06-10"," 10:09",39609.42,2008.441,3,0,388.79,2008-06-10 10:09:00
"1816","2008-06-19"," 10:02",39618.42,2008.466,3,0,387.83,2008-06-19 10:02:00
"1817","2008-06-26"," 09:55",39625.41,2008.485,3,4,NA,2008-06-26 09:55:00
"1818","2008-07-03"," 10:06",39632.42,2008.504,3,0,387.32,2008-07-03 10:06:00
"1819","2008-07-10"," 10:02",39639.42,2008.523,3,0,386.63,2008-07-10 10:02:00
"1820","2008-07-17"," 10:44",39646.45,2008.542,3,0,386.26,2008-07-17 10:44:00
"1821","2008-07-24"," 09:55",39653.41,2008.561,3,0,386.22,2008-07-24 09:55:00
"1822","2008-07-31"," 10:09",39660.42,2008.58,3,0,385.4,2008-07-31 10:09:00
"1823","2008-08-08"," 09:58",39668.42,2008.602,3,0,385.04,2008-08-08 09:58:00
"1824","2008-08-14"," 09:58",39674.42,2008.619,3,0,383.33,2008-08-14 09:58:00
"1825","2008-08-21"," 10:02",39681.42,2008.638,3,0,383.26,2008-08-21 10:02:00
"1826","2008-08-26"," 09:55",39686.41,2008.651,3,0,382.89,2008-08-26 09:55:00
"1827","2008-09-04"," 09:53",39695.41,2008.676,3,0,383.44,2008-09-04 09:53:00
"1828","2008-09-11"," 10:00",39702.42,2008.695,3,0,382.1,2008-09-11 10:00:00
"1829","2008-09-18"," 09:58",39709.42,2008.714,3,0,382.91,2008-09-18 09:58:00
"1830","2008-09-25"," 09:56",39716.41,2008.733,3,0,382.99,2008-09-25 09:56:00
"1831","2008-10-02"," 10:05",39723.42,2008.753,3,0,382.17,2008-10-02 10:05:00
"1832","2008-10-09"," 10:02",39730.42,2008.772,3,0,382.57,2008-10-09 10:02:00
"1833","2008-10-16"," 10:03",39737.42,2008.791,3,4,NA,2008-10-16 10:03:00
"1834","2008-10-23"," 10:05",39744.42,2008.81,3,0,382.84,2008-10-23 10:05:00
"1835","2008-10-30"," 10:15",39751.43,2008.829,3,0,382.86,2008-10-30 10:15:00
"1836","2008-11-06"," 10:11",39758.42,2008.848,3,0,383.42,2008-11-06 10:11:00
"1837","2008-11-13"," 10:12",39765.43,2008.867,3,0,384.67,2008-11-13 10:12:00
"1838","2008-11-20"," 09:52",39772.41,2008.886,3,0,384.16,2008-11-20 09:52:00
"1839","2008-11-26"," 10:14",39778.43,2008.903,3,0,383.9,2008-11-26 10:14:00
"1840","2008-12-04"," 10:03",39786.42,2008.925,3,0,384.32,2008-12-04 10:03:00
"1841","2008-12-11"," 10:04",39793.42,2008.944,3,0,385.47,2008-12-11 10:04:00
"1842","2008-12-17"," 09:49",39799.41,2008.96,3,0,385.53,2008-12-17 09:49:00
"1843","2008-12-24"," 09:58",39806.42,2008.979,3,0,385.89,2008-12-24 09:58:00
"1844","2009-01-02"," 10:08",39815.42,2009.004,3,0,386.18,2009-01-02 10:08:00
"1845","2009-01-08"," 10:03",39821.42,2009.02,2,0,386,2009-01-08 10:03:00
"1846","2009-01-15"," 10:29",39828.44,2009.04,3,0,386.95,2009-01-15 10:29:00
"1847","2009-01-22"," 10:04",39835.42,2009.059,3,0,387.09,2009-01-22 10:04:00
"1848","2009-01-29"," 10:09",39842.42,2009.078,3,0,387.86,2009-01-29 10:09:00
"1849","2009-02-05"," 10:42",39849.45,2009.097,3,0,386.86,2009-02-05 10:42:00
"1850","2009-02-12"," 10:15",39856.43,2009.116,3,0,386.83,2009-02-12 10:15:00
"1851","2009-02-19"," 10:09",39863.42,2009.135,3,0,387.02,2009-02-19 10:09:00
"1852","2009-02-26"," 10:12",39870.43,2009.155,3,0,388.16,2009-02-26 10:12:00
"1853","2009-03-05"," 10:10",39877.42,2009.174,3,0,388.53,2009-03-05 10:10:00
"1854","2009-03-12"," 10:16",39884.43,2009.193,3,5,NA,2009-03-12 10:16:00
"1855","2009-03-19"," 10:15",39891.43,2009.212,3,0,387.97,2009-03-19 10:15:00
"1856","2009-03-25"," 09:34",39897.4,2009.228,3,0,388.51,2009-03-25 09:34:00
"1857","2009-04-02"," 10:08",39905.42,2009.25,3,0,389.62,2009-04-02 10:08:00
"1858","2009-04-09"," 10:03",39912.42,2009.27,3,0,389.53,2009-04-09 10:03:00
"1859","2009-04-16"," 10:06",39919.42,2009.289,3,0,389.03,2009-04-16 10:06:00
"1860","2009-04-23"," 10:12",39926.43,2009.308,3,0,388.36,2009-04-23 10:12:00
"1861","2009-04-30"," 10:06",39933.42,2009.327,3,0,390.39,2009-04-30 10:06:00
"1862","2009-05-07"," 10:13",39940.43,2009.346,3,0,389.38,2009-05-07 10:13:00
"1863","2009-05-14"," 10:07",39947.42,2009.366,3,0,390.42,2009-05-14 10:07:00
"1864","2009-05-21"," 10:07",39954.42,2009.385,3,0,390.43,2009-05-21 10:07:00
"1865","2009-05-28"," 10:09",39961.42,2009.404,3,4,NA,2009-05-28 10:09:00
"1866","2009-06-03"," 09:47",39967.41,2009.42,3,0,390.6,2009-06-03 09:47:00
"1867","2009-06-11"," 10:42",39975.45,2009.442,3,0,390.07,2009-06-11 10:42:00
"1868","2009-06-17"," 09:53",39981.41,2009.459,3,0,388.68,2009-06-17 09:53:00
"1869","2009-06-24"," 09:53",39988.41,2009.478,3,0,388.89,2009-06-24 09:53:00
"1870","2009-07-02"," 10:16",39996.43,2009.5,2,0,387.27,2009-07-02 10:16:00
"1871","2009-07-09"," 10:08",40003.42,2009.519,3,0,388.99,2009-07-09 10:08:00
"1872","2009-07-16"," 10:06",40010.42,2009.538,3,0,386.93,2009-07-16 10:06:00
"1873","2009-07-21"," 09:56",40015.41,2009.552,3,0,387.76,2009-07-21 09:56:00
"1874","2009-07-30"," 10:16",40024.43,2009.577,3,0,386.9,2009-07-30 10:16:00
"1875","2009-08-06"," 10:09",40031.42,2009.596,3,0,386.65,2009-08-06 10:09:00
"1876","2009-08-13"," 10:12",40038.43,2009.615,3,0,386.18,2009-08-13 10:12:00
"1877","2009-08-18"," 10:16",40043.43,2009.629,2,0,384.8,2009-08-18 10:16:00
"1878","2009-08-25"," 10:15",40050.43,2009.648,3,0,384.96,2009-08-25 10:15:00
"1879","2009-09-01"," 10:15",40057.43,2009.667,3,0,385.52,2009-09-01 10:15:00
"1880","2009-09-08"," 10:21",40064.43,2009.686,3,0,384.19,2009-09-08 10:21:00
"1881","2009-09-15"," 10:31",40071.44,2009.705,3,0,383.83,2009-09-15 10:31:00
"1882","2009-09-22"," 10:17",40078.43,2009.724,3,0,384.02,2009-09-22 10:17:00
"1883","2009-09-30"," 09:54",40086.41,2009.746,3,0,384.3,2009-09-30 09:54:00
"1884","2009-10-06"," 10:23",40092.43,2009.763,3,0,383.93,2009-10-06 10:23:00
"1885","2009-10-13"," 10:17",40099.43,2009.782,3,0,384.31,2009-10-13 10:17:00
"1886","2009-10-20"," 10:23",40106.43,2009.801,3,0,384.55,2009-10-20 10:23:00
"1887","2009-10-27"," 10:14",40113.43,2009.82,3,0,384.8,2009-10-27 10:14:00
"1888","2009-11-03"," 10:19",40120.43,2009.84,3,0,384.81,2009-11-03 10:19:00
"1889","2009-11-10"," 10:10",40127.42,2009.859,3,0,385.03,2009-11-10 10:10:00
"1890","2009-11-17"," 10:23",40134.43,2009.878,3,0,386.62,2009-11-17 10:23:00
"1891","2009-11-23"," 09:58",40140.42,2009.894,3,0,386.55,2009-11-23 09:58:00
"1892","2009-12-01"," 10:20",40148.43,2009.916,3,0,386.78,2009-12-01 10:20:00
"1893","2009-12-09"," 10:13",40156.43,2009.938,3,4,NA,2009-12-09 10:13:00
"1894","2009-12-15"," 10:18",40162.43,2009.955,3,0,386.59,2009-12-15 10:18:00
"1895","2009-12-23"," 10:20",40170.43,2009.977,3,0,388.59,2009-12-23 10:20:00
"1896","2009-12-29"," 10:09",40176.42,2009.993,3,0,387.44,2009-12-29 10:09:00
"1897","2010-01-05"," 10:20",40183.43,2010.012,2,0,387.99,2010-01-05 10:20:00
"1898","2010-01-12"," 10:12",40190.43,2010.031,2,0,387.57,2010-01-12 10:12:00
"1899","2010-01-20"," 10:32",40198.44,2010.053,3,0,388.34,2010-01-20 10:32:00
"1900","2010-01-26"," 10:17",40204.43,2010.07,3,0,388.04,2010-01-26 10:17:00
"1901","2010-02-02"," 10:20",40211.43,2010.089,3,0,391.02,2010-02-02 10:20:00
"1902","2010-02-09"," 10:12",40218.43,2010.108,3,0,390.95,2010-02-09 10:12:00
"1903","2010-02-16"," 10:21",40225.43,2010.127,3,0,388.43,2010-02-16 10:21:00
"1904","2010-02-23"," 10:12",40232.43,2010.146,3,0,388.92,2010-02-23 10:12:00
"1905","2010-03-02"," 10:23",40239.43,2010.166,2,0,391.84,2010-03-02 10:23:00
"1906","2010-03-09"," 10:22",40246.43,2010.185,3,0,391.15,2010-03-09 10:22:00
"1907","2010-03-16"," 10:16",40253.43,2010.204,3,0,391.07,2010-03-16 10:16:00
"1908","2010-03-23"," 10:21",40260.43,2010.223,2,0,390.84,2010-03-23 10:21:00
"1909","2010-03-30"," 10:30",40267.44,2010.242,3,0,390.12,2010-03-30 10:30:00
"1910","2010-04-07"," 09:50",40275.41,2010.264,2,0,392.06,2010-04-07 09:50:00
"1911","2010-04-13"," 10:12",40281.43,2010.281,3,0,392.13,2010-04-13 10:12:00
"1912","2010-04-20"," 10:23",40288.43,2010.3,3,0,393.59,2010-04-20 10:23:00
"1913","2010-04-28"," 09:50",40296.41,2010.322,2,0,392.79,2010-04-28 09:50:00
"1914","2010-05-04"," 10:33",40302.44,2010.338,3,0,392.57,2010-05-04 10:33:00
"1915","2010-05-11"," 10:18",40309.43,2010.357,3,0,392.59,2010-05-11 10:18:00
"1916","2010-05-18"," 10:18",40316.43,2010.377,3,0,392.92,2010-05-18 10:18:00
"1917","2010-05-26"," 10:15",40324.43,2010.398,3,0,393.59,2010-05-26 10:15:00
"1918","2010-06-01"," 10:36",40330.44,2010.415,3,0,393.71,2010-06-01 10:36:00
"1919","2010-06-08"," 10:33",40337.44,2010.434,3,0,392.99,2010-06-08 10:33:00
"1920","2010-06-15"," 10:32",40344.44,2010.453,3,0,391.69,2010-06-15 10:32:00
"1921","2010-06-22"," 10:38",40351.44,2010.472,3,0,391.76,2010-06-22 10:38:00
"1922","2010-06-29"," 10:47",40358.45,2010.492,3,0,391.02,2010-06-29 10:47:00
"1923","2010-07-06"," 10:31",40365.44,2010.511,3,0,390.63,2010-07-06 10:31:00
"1924","2010-07-13"," 10:33",40372.44,2010.53,3,0,389.81,2010-07-13 10:33:00
"1925","2010-07-20"," 10:24",40379.43,2010.549,3,0,389.75,2010-07-20 10:24:00
"1926","2010-07-27"," 10:32",40386.44,2010.568,3,0,389.66,2010-07-27 10:32:00
"1927","2010-08-03"," 10:29",40393.44,2010.587,2,0,388.81,2010-08-03 10:29:00
"1928","2010-08-10"," 10:45",40400.45,2010.607,2,0,388.57,2010-08-10 10:45:00
"1929","2010-08-17"," 10:25",40407.43,2010.626,3,0,387.52,2010-08-17 10:25:00
"1930","2010-08-24"," 10:21",40414.43,2010.645,2,0,387,2010-08-24 10:21:00
"1931","2010-08-31"," 10:33",40421.44,2010.664,2,0,386.51,2010-08-31 10:33:00
"1932","2010-09-07"," 10:32",40428.44,2010.683,3,0,385.44,2010-09-07 10:32:00
"1933","2010-09-10"," 10:27",40431.44,2010.692,3,0,386.8,2010-09-10 10:27:00
"1934","2010-09-21"," 10:32",40442.44,2010.722,3,0,386.15,2010-09-21 10:32:00
"1935","2010-09-28"," 10:39",40449.44,2010.741,3,0,386.7,2010-09-28 10:39:00
"1936","2010-10-05"," 10:26",40456.43,2010.76,3,0,386.79,2010-10-05 10:26:00
"1937","2010-10-12"," 10:31",40463.44,2010.779,3,0,386.66,2010-10-12 10:31:00
"1938","2010-10-19"," 10:29",40470.44,2010.798,3,0,387.26,2010-10-19 10:29:00
"1939","2010-10-26"," 10:29",40477.44,2010.818,3,0,387.66,2010-10-26 10:29:00
"1940","2010-11-02"," 10:27",40484.44,2010.837,2,0,387.86,2010-11-02 10:27:00
"1941","2010-11-09"," 10:31",40491.44,2010.856,3,0,387.98,2010-11-09 10:31:00
"1942","2010-11-16"," 10:31",40498.44,2010.875,3,0,388.33,2010-11-16 10:31:00
"1943","2010-11-23"," 10:29",40505.44,2010.894,3,0,388.96,2010-11-23 10:29:00
"1944","2010-11-30"," 10:34",40512.44,2010.914,3,0,389.59,2010-11-30 10:34:00
"1945","2010-12-07"," 10:24",40519.43,2010.933,3,0,389.72,2010-12-07 10:24:00
"1946","2010-12-14"," 10:32",40526.44,2010.952,3,0,389.04,2010-12-14 10:32:00
"1947","2010-12-21"," 10:24",40533.43,2010.971,3,0,390.31,2010-12-21 10:24:00
"1948","2010-12-28"," 10:50",40540.45,2010.99,3,0,389.73,2010-12-28 10:50:00
"1949","2011-01-04"," 10:38",40547.44,2011.009,3,0,391.59,2011-01-04 10:38:00
"1950","2011-01-11"," 10:28",40554.44,2011.029,3,0,391.01,2011-01-11 10:28:00
"1951","2011-01-18"," 10:37",40561.44,2011.048,3,0,392.7,2011-01-18 10:37:00
"1952","2011-01-25"," 10:28",40568.44,2011.067,3,0,390.78,2011-01-25 10:28:00
"1953","2011-02-01"," 10:40",40575.44,2011.086,1,4,NA,2011-02-01 10:40:00
"1954","2011-02-08"," 10:40",40582.44,2011.105,3,0,391.67,2011-02-08 10:40:00
"1955","2011-02-15"," 10:49",40589.45,2011.125,3,0,391.16,2011-02-15 10:49:00
"1956","2011-02-22"," 10:38",40596.44,2011.144,3,0,391.75,2011-02-22 10:38:00
"1957","2011-03-01"," 10:44",40603.45,2011.163,3,4,NA,2011-03-01 10:44:00
"1958","2011-03-09"," 10:27",40611.44,2011.185,3,0,391.19,2011-03-09 10:27:00
"1959","2011-03-15"," 10:33",40617.44,2011.201,3,0,391.96,2011-03-15 10:33:00
"1960","2011-03-22"," 10:38",40624.44,2011.22,2,0,391.79,2011-03-22 10:38:00
"1961","2011-03-29"," 10:30",40631.44,2011.24,3,0,393.94,2011-03-29 10:30:00
"1962","2011-04-05"," 10:38",40638.44,2011.259,3,0,393.15,2011-04-05 10:38:00
"1963","2011-04-12"," 10:33",40645.44,2011.278,3,0,393.34,2011-04-12 10:33:00
"1964","2011-04-19"," 10:29",40652.44,2011.297,3,0,392.62,2011-04-19 10:29:00
"1965","2011-04-26"," 10:39",40659.44,2011.316,3,0,395.02,2011-04-26 10:39:00
"1966","2011-05-03"," 10:25",40666.43,2011.335,3,0,393.46,2011-05-03 10:25:00
"1967","2011-05-10"," 10:34",40673.44,2011.355,3,5,NA,2011-05-10 10:34:00
"1968","2011-05-17"," 10:26",40680.43,2011.374,3,0,395.03,2011-05-17 10:26:00
"1969","2011-05-24"," 10:42",40687.45,2011.393,3,0,395.16,2011-05-24 10:42:00
"1970","2011-05-31"," 10:49",40694.45,2011.412,3,0,394.11,2011-05-31 10:49:00
"1971","2011-06-07"," 10:53",40701.45,2011.431,3,0,394.24,2011-06-07 10:53:00
"1972","2011-06-14"," 10:39",40708.44,2011.451,2,0,393.31,2011-06-14 10:39:00
"1973","2011-06-21"," 10:36",40715.44,2011.47,3,0,392.99,2011-06-21 10:36:00
"1974","2011-06-28"," 10:25",40722.43,2011.489,3,0,392.44,2011-06-28 10:25:00
"1975","2011-07-05"," 10:20",40729.43,2011.508,3,0,393,2011-07-05 10:20:00
"1976","2011-07-12"," 09:40",40736.4,2011.527,3,0,392.73,2011-07-12 09:40:00
"1977","2011-07-19"," 10:31",40743.44,2011.546,3,0,391.7,2011-07-19 10:31:00
"1978","2011-07-26"," 09:57",40750.41,2011.566,3,0,392.15,2011-07-26 09:57:00
"1979","2011-08-02"," 10:05",40757.42,2011.585,3,0,391.32,2011-08-02 10:05:00
"1980","2011-08-09"," 10:00",40764.42,2011.604,3,0,390.78,2011-08-09 10:00:00
"1981","2011-08-17"," 10:36",40772.44,2011.626,3,0,390.16,2011-08-17 10:36:00
"1982","2011-08-23"," 10:26",40778.43,2011.642,2,0,389.3,2011-08-23 10:26:00
"1983","2011-08-30"," 10:22",40785.43,2011.661,3,0,388.52,2011-08-30 10:22:00
"1984","2011-09-06"," 09:36",40792.4,2011.681,3,0,387.4,2011-09-06 09:36:00
"1985","2011-09-13"," 09:57",40799.41,2011.7,3,0,388.51,2011-09-13 09:57:00
"1986","2011-09-19"," 09:55",40805.41,2011.716,3,0,389.42,2011-09-19 09:55:00
"1987","2011-09-27"," 10:01",40813.42,2011.738,3,0,388.6,2011-09-27 10:01:00
"1988","2011-10-04"," 09:56",40820.41,2011.757,3,0,389.31,2011-10-04 09:56:00
"1989","2011-10-11"," 09:59",40827.42,2011.776,3,0,388.81,2011-10-11 09:59:00
"1990","2011-10-18"," 09:53",40834.41,2011.796,3,0,388.84,2011-10-18 09:53:00
"1991","2011-10-25"," 09:57",40841.41,2011.815,3,0,389.38,2011-10-25 09:57:00
"1992","2011-11-01"," 09:55",40848.41,2011.834,3,0,389.64,2011-11-01 09:55:00
"1993","2011-11-08"," 09:55",40855.41,2011.853,3,0,389.66,2011-11-08 09:55:00
"1994","2011-11-15"," 10:24",40862.43,2011.872,3,0,390.47,2011-11-15 10:24:00
"1995","2011-11-22"," 10:03",40869.42,2011.892,3,0,390.63,2011-11-22 10:03:00
"1996","2011-11-29"," 09:58",40876.42,2011.911,3,0,391.1,2011-11-29 09:58:00
"1997","2011-12-06"," 09:58",40883.42,2011.93,3,0,391.2,2011-12-06 09:58:00
"1998","2011-12-13"," 09:58",40890.42,2011.949,2,0,391.7,2011-12-13 09:58:00
"1999","2011-12-20"," 10:02",40897.42,2011.968,3,0,392.16,2011-12-20 10:02:00
"2000","2011-12-27"," 09:58",40904.42,2011.987,3,0,392.24,2011-12-27 09:58:00
"2001","2012-01-03"," 10:01",40911.42,2012.007,3,0,392.96,2012-01-03 10:01:00
"2002","2012-01-10"," 10:02",40918.42,2012.026,2,0,393.64,2012-01-10 10:02:00
"2003","2012-01-17"," 10:00",40925.42,2012.045,3,0,392.44,2012-01-17 10:00:00
"2004","2012-01-24"," 09:57",40932.41,2012.064,3,0,393.64,2012-01-24 09:57:00
"2005","2012-01-31"," 10:00",40939.42,2012.083,3,0,392.35,2012-01-31 10:00:00
"2006","2012-02-07"," 10:46",40946.45,2012.102,3,0,391.89,2012-02-07 10:46:00
"2007","2012-02-14"," 10:35",40953.44,2012.121,3,0,393.25,2012-02-14 10:35:00
"2008","2012-02-23"," 10:04",40962.42,2012.146,3,0,394.52,2012-02-23 10:04:00
"2009","2012-02-28"," 10:00",40967.42,2012.16,3,0,393.63,2012-02-28 10:00:00
"2010","2012-03-06"," 09:57",40974.41,2012.179,3,0,393.37,2012-03-06 09:57:00
"2011","2012-03-13"," 10:06",40981.42,2012.198,3,0,393.68,2012-03-13 10:06:00
"2012","2012-03-20"," 09:57",40988.41,2012.217,3,0,394.38,2012-03-20 09:57:00
"2013","2012-03-27"," 10:00",40995.42,2012.236,3,0,395.75,2012-03-27 10:00:00
"2014","2012-04-03"," 09:59",41002.42,2012.255,3,0,394.85,2012-04-03 09:59:00
"2015","2012-04-10"," 10:00",41009.42,2012.274,3,0,396.96,2012-04-10 10:00:00
"2016","2012-04-17"," 09:56",41016.41,2012.293,3,0,396.05,2012-04-17 09:56:00
"2017","2012-04-24"," 10:02",41023.42,2012.313,3,0,396.69,2012-04-24 10:02:00
"2018","2012-05-01"," 10:21",41030.43,2012.332,3,0,397.21,2012-05-01 10:21:00
"2019","2012-05-08"," 09:58",41037.42,2012.351,3,0,397.38,2012-05-08 09:58:00
"2020","2012-05-14"," 10:10",41043.42,2012.367,3,0,397.62,2012-05-14 10:10:00
"2021","2012-05-22"," 10:26",41051.43,2012.389,3,0,396.03,2012-05-22 10:26:00
"2022","2012-05-29"," 09:56",41058.41,2012.408,3,0,396.02,2012-05-29 09:56:00
"2023","2012-06-05"," 09:56",41065.41,2012.427,3,0,395.59,2012-06-05 09:56:00
"2024","2012-06-12"," 09:58",41072.42,2012.446,3,0,396.21,2012-06-12 09:58:00
"2025","2012-06-19"," 09:54",41079.41,2012.466,3,0,396.21,2012-06-19 09:54:00
"2026","2012-06-26"," 09:54",41086.41,2012.485,2,0,395.51,2012-06-26 09:54:00
"2027","2012-07-03"," 14:58",41093.62,2012.504,2,0,394.38,2012-07-03 14:58:00
"2028","2012-07-10"," 13:58",41100.58,2012.523,4,0,395.12,2012-07-10 13:58:00
"2029","2012-07-17"," 14:55",41107.62,2012.543,3,0,393.9,2012-07-17 14:55:00
"2030","2012-07-24"," 14:56",41114.62,2012.562,4,0,394.16,2012-07-24 14:56:00
"2031","2012-07-31"," 13:56",41121.58,2012.581,3,0,392.68,2012-07-31 13:56:00
"2032","2012-08-07"," 14:53",41128.62,2012.6,2,0,392.75,2012-08-07 14:53:00
"2033","2012-08-14"," 15:40",41135.65,2012.619,4,0,393.3,2012-08-14 15:40:00
"2034","2012-08-21"," 15:00",41142.62,2012.638,4,0,390.26,2012-08-21 15:00:00
"2035","2012-08-28"," 15:00",41149.62,2012.657,2,0,390.51,2012-08-28 15:00:00
"2036","2012-09-04"," 15:01",41156.63,2012.677,4,0,391.35,2012-09-04 15:01:00
"2037","2012-09-11"," 17:37",41163.73,2012.696,2,0,391.15,2012-09-11 17:37:00
"2038","2012-09-18"," 16:36",41170.69,2012.715,3,0,391.12,2012-09-18 16:36:00
"2039","2012-09-25"," 16:34",41177.69,2012.734,2,0,390.61,2012-09-25 16:34:00
"2040","2012-10-02"," 16:32",41184.69,2012.753,3,4,NA,2012-10-02 16:32:00
"2041","2012-10-09"," 16:32",41191.69,2012.772,3,0,390.79,2012-10-09 16:32:00
"2042","2012-10-16"," 16:04",41198.67,2012.791,3,0,390.88,2012-10-16 16:04:00
"2043","2012-10-23"," 15:58",41205.67,2012.811,3,0,391.52,2012-10-23 15:58:00
"2044","2012-10-30"," 16:16",41212.68,2012.83,2,0,391.34,2012-10-30 16:16:00
"2045","2012-11-06"," 16:18",41219.68,2012.849,2,0,391.6,2012-11-06 16:18:00
"2046","2012-11-13"," 16:43",41226.7,2012.868,3,0,392.88,2012-11-13 16:43:00
"2047","2012-11-20"," 16:15",41233.68,2012.887,3,0,393.52,2012-11-20 16:15:00
"2048","2012-11-27"," 16:10",41240.67,2012.906,3,0,394.94,2012-11-27 16:10:00
"2049","2012-12-04"," 14:57",41247.62,2012.925,2,0,393.28,2012-12-04 14:57:00
"2050","2012-12-11"," 16:37",41254.69,2012.945,2,0,394.3,2012-12-11 16:37:00
"2051","2012-12-18"," 17:22",41261.72,2012.964,2,0,395.24,2012-12-18 17:22:00
"2052","2012-12-27"," 16:14",41270.68,2012.988,3,0,395,2012-12-27 16:14:00
"2053","2013-01-03"," 17:20",41277.72,2013.007,3,4,NA,2013-01-03 17:20:00
"2054","2013-01-08"," 16:43",41282.7,2013.021,3,0,395.2,2013-01-08 16:43:00
"2055","2013-01-15"," 17:15",41289.72,2013.04,3,0,395.63,2013-01-15 17:15:00
"2056","2013-01-22"," 17:05",41296.71,2013.059,3,0,395.34,2013-01-22 17:05:00
"2057","2013-01-29"," 16:11",41303.67,2013.079,3,0,396.65,2013-01-29 16:11:00
"2058","2013-02-05"," 17:00",41310.71,2013.098,3,0,397.36,2013-02-05 17:00:00
"2059","2013-02-12"," 17:09",41317.71,2013.117,3,0,395.94,2013-02-12 17:09:00
"2060","2013-02-19"," 17:12",41324.72,2013.136,3,0,397.29,2013-02-19 17:12:00
"2061","2013-02-26"," 17:23",41331.72,2013.155,3,0,396.38,2013-02-26 17:23:00
"2062","2013-03-05"," 16:20",41338.68,2013.174,3,0,398.29,2013-03-05 16:20:00
"2063","2013-03-12"," 16:40",41345.69,2013.194,3,0,397.02,2013-03-12 16:40:00
"2064","2013-03-19"," 17:04",41352.71,2013.213,2,0,398.38,2013-03-19 17:04:00
"2065","2013-03-26"," 17:08",41359.71,2013.232,3,0,397.97,2013-03-26 17:08:00
"2066","2013-04-02"," 16:18",41366.68,2013.251,2,0,398.71,2013-04-02 16:18:00
"2067","2013-04-09"," 16:16",41373.68,2013.27,3,0,398.53,2013-04-09 16:16:00
"2068","2013-04-15"," 17:05",41379.71,2013.287,2,0,397.45,2013-04-15 17:05:00
"2069","2013-04-23"," 17:08",41387.71,2013.309,2,0,398.46,2013-04-23 17:08:00
"2070","2013-04-30"," 14:28",41394.6,2013.328,4,0,399.82,2013-04-30 14:28:00
"2071","2013-05-07"," 15:21",41401.64,2013.347,2,0,399.68,2013-05-07 15:21:00
"2072","2013-05-14"," 15:32",41408.65,2013.366,3,0,399.69,2013-05-14 15:32:00
"2073","2013-05-21"," 17:10",41415.72,2013.386,2,0,400.17,2013-05-21 17:10:00
"2074","2013-05-28"," 17:14",41422.72,2013.405,2,0,400.59,2013-05-28 17:14:00
"2075","2013-06-04"," 17:13",41429.72,2013.424,3,0,399.24,2013-06-04 17:13:00
"2076","2013-06-11"," 15:31",41436.65,2013.443,3,0,398.14,2013-06-11 15:31:00
"2077","2013-06-18"," 15:26",41443.64,2013.462,4,0,398.8,2013-06-18 15:26:00
"2078","2013-06-25"," 15:21",41450.64,2013.481,2,0,398.71,2013-06-25 15:21:00
"2079","2013-07-02"," 17:11",41457.72,2013.501,2,0,398.13,2013-07-02 17:11:00
"2080","2013-07-09"," 17:25",41464.73,2013.52,2,0,398.32,2013-07-09 17:25:00
"2081","2013-07-16"," 17:20",41471.72,2013.539,3,0,397.41,2013-07-16 17:20:00
"2082","2013-07-23"," 14:35",41478.61,2013.558,4,0,397.11,2013-07-23 14:35:00
"2083","2013-07-30"," 14:37",41485.61,2013.577,4,0,396.57,2013-07-30 14:37:00
"2084","2013-08-06"," 15:38",41492.65,2013.596,4,0,394.34,2013-08-06 15:38:00
"2085","2013-08-13"," 19:42",41499.82,2013.616,2,0,395.18,2013-08-13 19:42:00
"2086","2013-08-20"," 20:29",41506.85,2013.635,2,0,394.31,2013-08-20 20:29:00
"2087","2013-08-27"," 20:30",41513.85,2013.654,2,0,395.05,2013-08-27 20:30:00
"2088","2013-09-03"," 20:26",41520.85,2013.674,2,0,394.73,2013-09-03 20:26:00
"2089","2013-09-10"," 19:33",41527.81,2013.693,2,0,394.06,2013-09-10 19:33:00
"2090","2013-09-17"," 20:25",41534.85,2013.712,2,0,392.74,2013-09-17 20:25:00
"2091","2013-09-24"," 20:38",41541.86,2013.731,2,0,392.9,2013-09-24 20:38:00
"2092","2013-10-03"," 20:27",41550.85,2013.756,2,0,393.59,2013-10-03 20:27:00
"2093","2013-10-08"," 20:43",41555.86,2013.769,2,0,393.64,2013-10-08 20:43:00
"2094","2013-10-15"," 20:32",41562.86,2013.789,2,0,394.35,2013-10-15 20:32:00
"2095","2013-10-22"," 20:18",41569.85,2013.808,2,0,394.08,2013-10-22 20:18:00
"2096","2013-10-29"," 20:30",41576.85,2013.827,2,0,394.75,2013-10-29 20:30:00
"2097","2013-11-05"," 20:37",41583.86,2013.846,2,0,395.12,2013-11-05 20:37:00
"2098","2013-11-12"," 20:29",41590.85,2013.865,2,0,396.06,2013-11-12 20:29:00
